job_titles,ai_impact,tasks,ai_models,ai_workload_ratio,domain
Process Technician,15.0,744,3051,0.2438544739429695,Data & IT
Shift Leader,15.0,996,3933,0.2532418001525553,Sales & Marketing
Production Supervisor,15.0,913,3764,0.2425611052072263,Construction
Production Manager,15.0,927,3806,0.2435627955859169,Law Enforcement
Product Tester,15.0,782,3424,0.2283878504672897,Supply Chain & Logistics
Parts Clerk,15.0,592,2344,0.2525597269624573,Medical & Healthcare
Industrial Cleaner,15.0,181,865,0.2092485549132948,Leadership & Strategy
Fabricator,15.0,246,1018,0.2416502946954813,Data & IT
Senior Executive Assistant,15.0,798,3866,0.206414899120538,Law Enforcement
Practice Manager,15.0,833,3704,0.2248920086393088,Supply Chain & Logistics
Practice Administrator,15.0,832,3703,0.2246826897110451,Medical & Healthcare
Personal Assistant,15.0,1100,4371,0.2516586593456875,Leadership & Strategy
Operations Associate,15.0,912,3664,0.2489082969432314,Administrative & Clerical
Office Manager,15.0,1000,3894,0.2568053415511042,Data & IT
Aircraft Electrician,15.0,371,1529,0.2426422498364944,Communication & PR
Aircraft Dispatcher,15.0,450,1829,0.2460360852925095,Hospitality
Sales Engineer,15.0,968,4215,0.229655990510083,Administrative & Clerical
Senior Vice President,15.0,1065,4113,0.2589350838803793,Communication & PR
Nuclear Engineer,15.0,458,1671,0.2740873728306403,Administrative & Clerical
Engineering Technician,15.0,1045,4243,0.2462880037709168,Medical & Healthcare
Sustainability Consultant,15.0,925,3786,0.2443211833069202,Hospitality
Flight Coordinator,15.0,676,3031,0.2230287033982184,Law Enforcement
Fleet Mechanic,15.0,630,2580,0.2441860465116279,Supply Chain & Logistics
Barback,15.0,308,1246,0.247191011235955,Sales & Marketing
Bakery Assistant,15.0,366,1362,0.2687224669603524,Construction
Van Driver,15.0,314,1244,0.2524115755627009,Law Enforcement
Transport Driver,15.0,317,1305,0.242911877394636,Supply Chain & Logistics
Team Lead,15.0,1183,5129,0.2306492493663482,Sales & Marketing
Shift Supervisor,15.0,721,3260,0.2211656441717791,Construction
Traffic Controller,15.0,499,2201,0.226715129486597,Administrative & Clerical
Terminal Operator,15.0,481,1893,0.254094030639197,Data & IT
Signal Maintainer,15.0,115,440,0.2613636363636363,Communication & PR
Patient Escort,15.0,459,1880,0.2441489361702127,Hospitality
Certified Nursing Assistant,15.0,438,1579,0.2773907536415453,Communication & PR
Bus Aide,15.0,256,995,0.257286432160804,Administrative & Clerical
Sales Contractor,15.0,915,4355,0.2101033295063145,Data & IT
Triage Nurse,15.0,510,2369,0.2152807091599831,Law Enforcement
Telephone Triage Nurse,15.0,535,2609,0.2050594097355308,Supply Chain & Logistics
Nurse Educator,15.0,562,2345,0.2396588486140725,Medical & Healthcare
Nurse Anesthetist,15.0,444,1696,0.2617924528301887,Leadership & Strategy
Mds Nurse,15.0,472,1856,0.2543103448275862,Administrative & Clerical
Clinical Nursing Instructor,15.0,668,2878,0.2321056289089645,Data & IT
President,15.0,756,3329,0.2270952237909282,Medical & Healthcare
Membership Director,15.0,749,3073,0.2437357630979499,Leadership & Strategy
Vendor,15.0,950,4426,0.2146407591504744,Sales & Marketing
Territory Manager,15.0,1122,4841,0.2317702953935137,Construction
Mechanical Engineering Technician,15.0,469,1710,0.2742690058479532,Data & IT
Strategic Account Manager,15.0,1209,5127,0.2358104154476302,Supply Chain & Logistics
Salesman,15.0,950,4446,0.2136752136752136,Medical & Healthcare
Sales Professional,15.0,959,4467,0.21468547123349,Leadership & Strategy
Office Associate,15.0,982,3843,0.2555295342180588,Communication & PR
Management Assistant,15.0,962,3872,0.2484504132231405,Hospitality
Sales Clerk,15.0,892,4091,0.2180395991200195,Communication & PR
Part Time Sales Associate,15.0,701,2858,0.2452764170748775,Hospitality
Vice President,15.0,1127,4334,0.2600369173973235,Sales & Marketing
School Director,15.0,724,3011,0.2404516771836599,Construction
Resident Director,15.0,665,2491,0.2669610598153352,Law Enforcement
Principal,15.0,752,3340,0.2251497005988024,Supply Chain & Logistics
Flight Engineer,15.0,459,1956,0.2346625766871165,Construction
Technical Sales Manager,15.0,1185,5065,0.2339585389930898,Law Enforcement
Rehabilitation Counselor,15.0,783,3133,0.2499202042770507,Communication & PR
Licensed Professional Counselor,15.0,655,2892,0.2264868603042877,Hospitality
Energy Consultant,15.0,889,3298,0.2695573074590661,Medical & Healthcare
Clinical Associate,15.0,741,2848,0.2601825842696629,Leadership & Strategy
Archaeologist,15.0,698,2793,0.2499104905119942,Administrative & Clerical
Residential Property Manager,15.0,1054,4175,0.2524550898203593,Data & IT
Real Estate Broker,15.0,1071,4256,0.2516447368421052,Communication & PR
Real Estate Associate,15.0,1058,4199,0.2519647535127411,Hospitality
Patient Access Manager,15.0,1101,4517,0.2437458490148328,Law Enforcement
Market Manager,15.0,1234,4926,0.2505075111652456,Supply Chain & Logistics
Real Estate Agent,15.0,1093,4314,0.2533611497450162,Law Enforcement
Human Resource Consultant,15.0,1058,4200,0.2519047619047619,Communication & PR
Lease Operator,15.0,517,1986,0.2603222557905337,Medical & Healthcare
Housing Coordinator,15.0,673,2555,0.2634050880626223,Leadership & Strategy
Commercial Real Estate Broker,15.0,938,3670,0.2555858310626703,Administrative & Clerical
Vocational Rehabilitation Counselor,15.0,746,2931,0.2545206414193108,Data & IT
Case Aide,15.0,824,3508,0.2348916761687571,Sales & Marketing
Senior Treasury Analyst,15.0,1052,4104,0.2563352826510721,Construction
Demonstrator,15.0,845,3937,0.2146304292608585,Administrative & Clerical
Vp Of Finance,15.0,1118,4251,0.2629969418960244,Data & IT
Vice President Of Operations,15.0,1147,4347,0.2638601334253508,Communication & PR
Vice President Of Finance,15.0,1138,4326,0.2630605640314378,Hospitality
Senior Manager,15.0,1174,4360,0.2692660550458715,Sales & Marketing
Regional Director,15.0,1182,4385,0.2695553021664766,Construction
Real Estate Administrative Assistant,15.0,1076,4249,0.2532360555424806,Supply Chain & Logistics
Personal Financial Advisor,15.0,1035,4230,0.2446808510638297,Administrative & Clerical
Mortgage Specialist,15.0,977,3902,0.2503844182470528,Data & IT
Academic Counselor,15.0,885,3544,0.2497178329571106,Sales & Marketing
Academic Advisor,15.0,905,3602,0.2512493059411438,Construction
Loan Consultant,15.0,1034,4224,0.2447916666666666,Sales & Marketing
Lending Manager,15.0,1016,4131,0.2459452916969257,Construction
Investment Manager,15.0,839,3274,0.256261453879047,Law Enforcement
In House Counsel,15.0,698,2743,0.2544659132336857,Supply Chain & Logistics
Financial Manager,15.0,962,3573,0.2692415337251609,Medical & Healthcare
Financial Controller,15.0,975,3604,0.2705327413984462,Leadership & Strategy
Electromechanical Technician,15.0,718,2526,0.2842438638163104,Communication & PR
Electrical Apprentice,15.0,577,2073,0.2783405692233478,Hospitality
Library Aide,15.0,632,2846,0.2220660576247364,Construction
Helicopter Mechanic,15.0,426,1804,0.2361419068736142,Sales & Marketing
Assistant Superintendent,15.0,775,3221,0.2406085066749456,Administrative & Clerical
Assistant Principal,15.0,815,3341,0.2439389404369949,Data & IT
Agriculture Teacher,15.0,682,2797,0.2438326778691455,Communication & PR
Admissions Counselor,15.0,885,3554,0.2490151941474395,Hospitality
Real Estate Assistant,15.0,1056,4199,0.2514884496308645,Sales & Marketing
Real Estate Appraiser,15.0,1014,4121,0.2460567823343848,Construction
Research Scientist,15.0,849,3400,0.2497058823529411,Administrative & Clerical
Radiation Safety Officer,15.0,649,2822,0.2299787384833451,Data & IT
Physical Scientist,15.0,537,2543,0.2111679119150609,Communication & PR
Medical Scientist,15.0,710,3157,0.2248970541653468,Hospitality
Medical Engineer,15.0,666,3053,0.2181460858172289,Sales & Marketing
Business Education Teacher,15.0,769,3071,0.2504070335395637,Medical & Healthcare
Corporate Controller,15.0,848,3330,0.2546546546546546,Hospitality
Controller,15.0,839,3328,0.2521033653846153,Sales & Marketing
Banking Consultant,15.0,911,3899,0.2336496537573736,Construction
Bank Examiner,15.0,817,3332,0.2451980792316926,Law Enforcement
Asset Management Analyst,15.0,885,3693,0.239642567018684,Supply Chain & Logistics
Nurse Recruiter,15.0,942,4011,0.2348541510845175,Medical & Healthcare
Labor Relations Specialist,15.0,871,3744,0.2326388888888889,Leadership & Strategy
Sushi Chef,15.0,453,2032,0.2229330708661417,Sales & Marketing
Party Chief,15.0,565,2335,0.2419700214132762,Construction
Veterinary Pathologist,15.0,511,2048,0.24951171875,Law Enforcement
Kennel Technician,15.0,220,929,0.2368137782561894,Supply Chain & Logistics
Kennel Attendant,15.0,222,931,0.238453276047261,Medical & Healthcare
Police Lieutenant,15.0,558,2265,0.2463576158940397,Law Enforcement
Construction Supervisor,15.0,847,3358,0.2522334723049434,Law Enforcement
Chief Human Resources Officer,15.0,916,3721,0.2461703843052942,Supply Chain & Logistics
Lawyer,15.0,764,3329,0.2294983478522078,Communication & PR
Law Librarian,15.0,672,3040,0.2210526315789473,Hospitality
Law Clerk,15.0,650,2816,0.2308238636363636,Sales & Marketing
Judicial Law Clerk,15.0,698,2908,0.2400275103163686,Construction
Attorney General,15.0,774,3080,0.2512987012987013,Law Enforcement
Attorney,15.0,800,3198,0.2501563477173233,Supply Chain & Logistics
Technical Lead,15.0,1259,4828,0.2607705053852527,Administrative & Clerical
Systems Manager,15.0,1216,4975,0.2444221105527638,Data & IT
Human Resources Recruiter,15.0,1070,4234,0.2527161076995748,Administrative & Clerical
Human Resources Associate,15.0,1049,4152,0.2526493256262042,Data & IT
Kennel Assistant,15.0,222,937,0.2369263607257203,Leadership & Strategy
Police Cadet,15.0,537,2063,0.2603005332040717,Supply Chain & Logistics
Senior Program Manager,15.0,1213,5052,0.2401029295328582,Communication & PR
Network Operations Manager,15.0,1053,4388,0.2399726526891522,Hospitality
Monitor Technician,15.0,756,3115,0.2426966292134831,Sales & Marketing
It Program Manager,15.0,1221,4501,0.2712730504332371,Construction
It Operations Manager,15.0,1208,4479,0.2697030587184639,Law Enforcement
Infrastructure Manager,15.0,1175,4387,0.2678367905174378,Supply Chain & Logistics
Detention Officer,15.0,519,1946,0.2667009249743062,Sales & Marketing
Senior Caregiver,15.0,640,2521,0.2538675128917096,Construction
Field Technician,15.0,794,2906,0.2732278045423262,Administrative & Clerical
Devops,15.0,897,3315,0.2705882352941176,Data & IT
Cyber Security,15.0,813,3139,0.2589996814272061,Communication & PR
Finance Controller,15.0,983,3620,0.2715469613259668,Communication & PR
Probation Officer,15.0,661,2682,0.2464578672632364,Sales & Marketing
Police Sergeant,15.0,561,2281,0.2459447610697062,Construction
Assessor,15.0,822,3326,0.2471437161755862,Medical & Healthcare
Wildlife Biologist,15.0,531,2245,0.2365256124721603,Leadership & Strategy
Patrol Officer,15.0,565,2259,0.2501106684373617,Medical & Healthcare
Military Officer,15.0,572,2344,0.2440273037542662,Leadership & Strategy
Juvenile Detention Officer,15.0,502,1928,0.2603734439834025,Administrative & Clerical
Immigration Officer,15.0,546,1897,0.2878228782287823,Data & IT
Guard,15.0,326,1280,0.2546875,Communication & PR
Firearms Instructor,15.0,349,1315,0.2653992395437262,Hospitality
Geologist,15.0,400,1534,0.2607561929595828,Law Enforcement
Gemologist,15.0,286,1183,0.2417582417582417,Supply Chain & Logistics
Public Safety Officer,15.0,817,3365,0.2427934621099554,Hospitality
Barista,14.0,329,1429,0.2302309307207837,Hospitality
Bartender,14.0,343,1462,0.234610123119015,Communication & PR
Golf Cart Attendant,13.0,374,1625,0.2301538461538461,Leadership & Strategy
Cart Attendant,13.0,270,1124,0.2402135231316726,Administrative & Clerical
Breakfast Attendant,13.0,271,1062,0.2551789077212806,Data & IT
Lifeguard,12.0,265,1038,0.2552986512524084,Medical & Healthcare
Physician,12.0,540,2130,0.2535211267605634,Sales & Marketing
Physician Assistant,12.0,540,2123,0.2543570419218087,Hospitality
Plastic Surgeon,12.0,365,1391,0.2624011502516175,Communication & PR
Podiatrist,12.0,363,1357,0.2675018422991894,Data & IT
Prosthetist,12.0,324,1396,0.2320916905444126,Administrative & Clerical
Orthodontist,12.0,377,1416,0.2662429378531073,Construction
Orthopaedic Surgeon,12.0,391,1430,0.2734265734265734,Sales & Marketing
Orthopedic Nurse Practitioner,12.0,438,1543,0.2838626053143227,Hospitality
Mental Health Worker,12.0,596,2250,0.2648888888888889,Supply Chain & Logistics
Outpatient Therapist,12.0,540,2059,0.2622632345798931,Data & IT
Pathologist,12.0,422,1559,0.2706863373957665,Administrative & Clerical
Pediatric Cardiologist,12.0,412,1477,0.2789438050101557,Leadership & Strategy
Oral Surgeon,12.0,378,1405,0.2690391459074733,Law Enforcement
Ophthalmologist,12.0,389,1468,0.2649863760217983,Supply Chain & Logistics
Oncologist,12.0,416,1455,0.2859106529209622,Medical & Healthcare
Occupational Medicine Physician,12.0,411,1457,0.2820864790665751,Leadership & Strategy
Obstetrician,12.0,412,1462,0.2818057455540356,Administrative & Clerical
Ob Gyn,12.0,410,1462,0.280437756497948,Data & IT
Neurosurgeon,12.0,393,1425,0.2757894736842105,Communication & PR
Neuropsychologist,12.0,443,1739,0.2547441058079356,Hospitality
Orthopedic Surgeon,12.0,393,1427,0.2754029432375613,Communication & PR
Renal Dietitian,12.0,487,2005,0.2428927680798005,Law Enforcement
Retail Pharmacist,12.0,555,2198,0.2525022747952684,Construction
Sports Medicine Physician,12.0,480,1983,0.2420574886535552,Sales & Marketing
Staff Pharmacist,12.0,549,2329,0.2357234864748819,Hospitality
Neonatologist,12.0,404,1453,0.2780454232622161,Law Enforcement
Public Health Dentist,12.0,455,1942,0.2342945417095777,Medical & Healthcare
Prosthodontist,12.0,388,1744,0.2224770642201834,Leadership & Strategy
Vascular Surgeon,12.0,427,1737,0.2458261370178468,Leadership & Strategy
Registered Dietitian,12.0,491,2022,0.2428288822947576,Supply Chain & Logistics
Trauma Surgeon,12.0,417,1706,0.2444314185228605,Data & IT
Surgeon,12.0,415,1711,0.2425482174167153,Communication & PR
Pediatric Hospitalist,12.0,454,1551,0.2927143778207608,Supply Chain & Logistics
Pediatrician,12.0,451,1529,0.2949640287769784,Law Enforcement
Periodontist,12.0,375,1397,0.2684323550465283,Construction
Neurologist,12.0,423,1494,0.2831325301204819,Sales & Marketing
Nephrologist,12.0,393,1431,0.2746331236897275,Construction
Pediatric Dentist,12.0,397,1444,0.2749307479224376,Medical & Healthcare
Urologist,12.0,420,1618,0.2595797280593325,Administrative & Clerical
Aircraft Cleaner,11.0,185,826,0.2239709443099273,Supply Chain & Logistics
Wic Nutritionist,11.0,469,2141,0.2190565156468939,Medical & Healthcare
Auto Appraiser,11.0,341,1596,0.2136591478696742,Law Enforcement
Teaching Assistant,10.0,772,3674,0.2101252041371802,Communication & PR
Teachers Aide,10.0,767,3639,0.2107721901621324,Hospitality
Teacher Assistant,10.0,772,3651,0.2114489181046288,Sales & Marketing
Student Mentor,10.0,817,3663,0.223041223041223,Law Enforcement
Mental Health Professional,10.0,603,2304,0.26171875,Law Enforcement
Mental Health Specialist,10.0,606,2287,0.264975951027547,Construction
Mental Health Technician,10.0,587,2206,0.2660924750679964,Sales & Marketing
Mental Health Therapist,10.0,599,2236,0.2678890876565295,Hospitality
Pool Attendant,10.0,157,700,0.2242857142857142,Communication & PR
Sommelier,10.0,299,1202,0.2487520798668885,Data & IT
Wait Staff,10.0,537,2383,0.2253462022660512,Administrative & Clerical
Endocrinologist,10.0,315,1321,0.2384557153671461,Construction
Teacher Aide,10.0,768,3642,0.2108731466227347,Construction
General Surgeon,10.0,418,1844,0.2266811279826464,Hospitality
Gynecologist,10.0,421,1739,0.242093156986774,Communication & PR
Hospitalist,10.0,434,1789,0.242593627724986,Data & IT
Immunologist,10.0,455,1815,0.2506887052341597,Administrative & Clerical
Medical Doctor,10.0,472,1673,0.2821279139270771,Leadership & Strategy
Mental Health Clinician,10.0,614,2293,0.2677714784125599,Medical & Healthcare
Recreation Therapist,10.0,602,2437,0.2470250307755437,Leadership & Strategy
Recreational Therapist,10.0,599,2411,0.2484446287847366,Medical & Healthcare
Rehabilitation Specialist,10.0,565,2253,0.2507767421216156,Supply Chain & Logistics
Gastroenterologist,10.0,430,1784,0.2410313901345291,Sales & Marketing
Actor,10.0,742,3160,0.2348101265822784,Data & IT
Art Handler,10.0,694,3025,0.2294214876033057,Administrative & Clerical
Cop,10.0,392,1527,0.2567125081859855,Data & IT
Deployment Technician,10.0,900,3637,0.2474566950783613,Administrative & Clerical
Federal Air Marshal,10.0,397,1560,0.2544871794871794,Leadership & Strategy
Firefighter,10.0,378,1449,0.2608695652173913,Medical & Healthcare
Fireman,10.0,352,1319,0.266868840030326,Supply Chain & Logistics
Forest Firefighter,10.0,372,1480,0.2513513513513513,Law Enforcement
Mental Health Counselor,10.0,614,2289,0.2682394058540847,Supply Chain & Logistics
Hot Shot,10.0,393,1693,0.232132309509746,Sales & Marketing
Waiter,10.0,538,2459,0.2187881252541683,Leadership & Strategy
Waitress,10.0,538,2475,0.2173737373737373,Medical & Healthcare
Babysitter,10.0,305,1208,0.2524834437086092,Supply Chain & Logistics
Child Care Assistant,10.0,424,1785,0.2375350140056022,Law Enforcement
Classroom Aide,10.0,454,1797,0.2526432943795214,Construction
Day Camp Counselor,10.0,416,1577,0.2637920101458465,Sales & Marketing
Homemaker,10.0,459,2238,0.2050938337801608,Hospitality
Live In Caregiver,10.0,500,2383,0.209819555182543,Communication & PR
Gate Guard,10.0,362,1630,0.2220858895705521,Construction
Social Service,10.0,916,4142,0.2211492032834379,Law Enforcement
Social Service Worker,10.0,908,4129,0.2199079680310002,Construction
Youth Mentor,10.0,777,3037,0.2558445834705301,Sales & Marketing
Preschool Assistant,10.0,666,2732,0.2437774524158125,Construction
Professor,10.0,689,3062,0.2250163291966035,Sales & Marketing
School Counselor,10.0,725,2699,0.2686180066691367,Hospitality
School Psychologist,10.0,644,2506,0.2569832402234637,Communication & PR
School Teacher,10.0,707,2791,0.2533142242923683,Data & IT
Spanish Tutor,10.0,589,2853,0.2064493515597616,Administrative & Clerical
Dancer,10.0,537,2015,0.2665012406947891,Sales & Marketing
Special Educator,10.0,683,2612,0.2614854517611026,Medical & Healthcare
Faculty,10.0,826,3475,0.2376978417266187,Hospitality
Finance Professor,10.0,962,3977,0.2418908725169725,Communication & PR
High School Counselor,10.0,799,3544,0.225451467268623,Data & IT
Law Professor,10.0,742,3222,0.2302917442582247,Administrative & Clerical
Lead Teacher,10.0,795,3359,0.2366775826138731,Leadership & Strategy
Lecturer,10.0,816,3417,0.2388059701492537,Medical & Healthcare
Long Term Substitute Teacher,10.0,726,3219,0.2255358807082945,Supply Chain & Logistics
Math Teacher,10.0,536,2215,0.2419864559819413,Law Enforcement
Special Education Teacher,10.0,697,2903,0.2400964519462624,Leadership & Strategy
Author,10.0,1112,4724,0.235393734123624,Construction
Creative Writer,10.0,999,4356,0.2293388429752066,Sales & Marketing
Environment Artist,10.0,786,3918,0.2006125574272588,Hospitality
Field Interviewer,10.0,976,4302,0.2268712226871222,Communication & PR
Game Master,10.0,987,4587,0.2151733158927403,Data & IT
Grant Writer,10.0,1059,4670,0.2267665952890792,Administrative & Clerical
Multimedia Journalist,10.0,998,4180,0.238755980861244,Leadership & Strategy
News Anchor,10.0,952,4053,0.234887737478411,Medical & Healthcare
Supply Chain Management,10.0,1073,4297,0.2497090993716546,Hospitality
Immigration Specialist,10.0,769,3186,0.241368487131199,Supply Chain & Logistics
Athletic Director,10.0,865,3729,0.2319656744435505,Data & IT
Certified Athletic Trainer,10.0,413,1860,0.2220430107526881,Administrative & Clerical
Head Football Coach,10.0,629,3055,0.2058919803600654,Leadership & Strategy
Naturalist,10.0,435,1738,0.2502876869965477,Medical & Healthcare
Referee,10.0,299,1137,0.2629727352682497,Supply Chain & Logistics
Umpire,10.0,376,1242,0.3027375201288245,Law Enforcement
Pharmacist Manager,10.0,526,1932,0.2722567287784679,Data & IT
Pharmacy Technician Instructor,10.0,544,2435,0.2234086242299794,Administrative & Clerical
Child Advocate,10.0,602,2522,0.2386994448850119,Leadership & Strategy
Community Organizer,10.0,768,3063,0.2507345739471107,Medical & Healthcare
Athletic Coordinator,10.0,867,3709,0.2337557293070908,Communication & PR
Dermatologist,10.0,269,1143,0.2353455818022747,Supply Chain & Logistics
Doula,10.0,267,1205,0.2215767634854771,Law Enforcement
Interior Design Assistant,10.0,716,3344,0.2141148325358851,Data & IT
Makeup Artist,10.0,540,2932,0.1841746248294679,Administrative & Clerical
Music Director,10.0,429,1648,0.2603155339805825,Leadership & Strategy
Promoter,10.0,998,4516,0.2209920283436669,Medical & Healthcare
Recreation Coordinator,10.0,771,3608,0.2136917960088691,Supply Chain & Logistics
Recreation Director,10.0,758,3594,0.2109070673344463,Law Enforcement
Scenic Artist,10.0,411,2217,0.1853856562922868,Construction
Art Professor,10.0,1027,4408,0.2329854809437386,Data & IT
Artist,10.0,970,4370,0.2219679633867277,Leadership & Strategy
Choir Director,10.0,517,1867,0.2769148366363149,Medical & Healthcare
Church Musician,10.0,507,1876,0.2702558635394456,Supply Chain & Logistics
Comic,10.0,757,2927,0.2586265801161599,Law Enforcement
Copy Writer,10.0,1070,4414,0.2424105120072496,Construction
Rehabilitation Therapist,10.0,565,2267,0.2492280546978385,Law Enforcement
Entertainment Writer,10.0,1082,4477,0.2416796962251507,Hospitality
Gamer,10.0,826,3837,0.215272348188689,Communication & PR
Student Assistant,10.0,798,3792,0.2104430379746835,Supply Chain & Logistics
Talent Director,10.0,1233,5283,0.2333901192504258,Sales & Marketing
Assistant Professor,10.0,933,3946,0.2364419665484034,Administrative & Clerical
Associate Professor,10.0,930,3942,0.2359208523592085,Leadership & Strategy
Biology Instructor,10.0,716,2975,0.240672268907563,Medical & Healthcare
Business Teacher,10.0,843,3243,0.2599444958371878,Supply Chain & Logistics
Chemistry Professor,10.0,716,3008,0.238031914893617,Law Enforcement
College Instructor,10.0,814,3258,0.2498465316144874,Construction
Engineering Teacher,10.0,928,3666,0.2531369339879978,Sales & Marketing
Speech Writer,10.0,1101,4636,0.2374892148403796,Leadership & Strategy
Sports Anchor,10.0,1096,4512,0.2429078014184397,Medical & Healthcare
Crna,10.0,258,1072,0.2406716417910447,Medical & Healthcare
Video Journalist,10.0,1215,5061,0.2400711321873147,Law Enforcement
Desktop Publisher,10.0,1078,4877,0.2210375230674595,Construction
Academic Dean,10.0,861,3610,0.2385041551246537,Sales & Marketing
Accounting Instructor,10.0,899,3715,0.2419919246298788,Hospitality
Admissions Officer,10.0,945,3930,0.2404580152671755,Communication & PR
Theatre,10.0,686,3196,0.2146433041301627,Hospitality
Woodworker,10.0,278,1408,0.1974431818181818,Communication & PR
Acupuncturist,10.0,172,687,0.2503639010189228,Data & IT
Audiologist,10.0,315,1312,0.2400914634146341,Administrative & Clerical
Clinical Psychologist,10.0,377,1547,0.2436974789915966,Leadership & Strategy
Sports Reporter,10.0,1121,4583,0.2445996072441632,Supply Chain & Logistics
Teamster,10.0,322,1482,0.2172739541160593,Law Enforcement
Tankerman,10.0,225,951,0.2365930599369085,Supply Chain & Logistics
Pbx Operator,10.0,741,3424,0.2164135514018691,Communication & PR
Customer Service Specialist,10.0,1156,4590,0.2518518518518518,Hospitality
Customer Service Receptionist,10.0,1150,4582,0.2509821038847665,Sales & Marketing
Customer Service Operator,10.0,1148,4585,0.250381679389313,Construction
Customer Service Associate,10.0,1165,4624,0.2519463667820069,Law Enforcement
Client Service Associate,10.0,1172,4636,0.2528041415012942,Supply Chain & Logistics
Client Associate,10.0,1170,4634,0.2524816573154941,Medical & Healthcare
Wedding Coordinator,10.0,1006,4282,0.2349369453526389,Leadership & Strategy
Key Holder,10.0,592,2335,0.2535331905781585,Sales & Marketing
Marketing Representative,10.0,1251,5064,0.2470379146919431,Construction
Brand Representative,10.0,1194,5005,0.2385614385614385,Law Enforcement
Brand Ambassador,10.0,1202,5091,0.2361029267334511,Supply Chain & Logistics
It Director,10.0,1161,4620,0.2512987012987013,Administrative & Clerical
Telephone Operator,10.0,724,3324,0.2178098676293622,Leadership & Strategy
Service Representative,10.0,752,3392,0.2216981132075471,Administrative & Clerical
Phone Operator,10.0,729,3435,0.2122270742358078,Data & IT
Crane Operator,10.0,217,1015,0.2137931034482758,Law Enforcement
Concrete Finisher,10.0,206,975,0.2112820512820512,Supply Chain & Logistics
Building Inspector,10.0,353,1510,0.2337748344370861,Medical & Healthcare
Builder,10.0,267,1206,0.2213930348258706,Leadership & Strategy
Brick Mason,10.0,229,1056,0.2168560606060606,Administrative & Clerical
Architect,10.0,988,3931,0.2513355380310353,Data & IT
Aerial Lineman,10.0,388,1594,0.2434127979924717,Communication & PR
Wholesaler,10.0,917,3683,0.2489818083084442,Hospitality
Academic Tutor,10.0,897,3887,0.2307692307692307,Administrative & Clerical
Claims Clerk,10.0,903,3798,0.2377567140600316,Data & IT
Flagger,10.0,214,683,0.3133235724743777,Communication & PR
Field Worker,10.0,209,716,0.2918994413407821,Hospitality
Ambassador,10.0,782,3079,0.2539785644689834,Medical & Healthcare
Senior Accountant,10.0,765,3249,0.2354570637119113,Hospitality
Senior Account Manager,10.0,886,3793,0.2335881887687846,Sales & Marketing
Relationship Banker,10.0,795,3364,0.2363258026159334,Construction
Reimbursement Manager,10.0,740,3078,0.2404158544509421,Law Enforcement
Regional Account Manager,10.0,930,3842,0.2420614263404477,Supply Chain & Logistics
Proprietary Trader,10.0,765,3470,0.2204610951008645,Medical & Healthcare
Project Accountant,10.0,911,3889,0.2342504499871432,Leadership & Strategy
Forestry Technician,10.0,270,854,0.3161592505854801,Sales & Marketing
Presenter,10.0,1017,4474,0.227313366115333,Construction
Community Association Manager,10.0,895,3746,0.2389215162840363,Law Enforcement
Real Estate Sales Agent,10.0,959,4017,0.2387353746577047,Supply Chain & Logistics
Clinical Manager,10.0,674,2864,0.2353351955307262,Medical & Healthcare
Business Operations Specialist,10.0,1110,4335,0.2560553633217993,Leadership & Strategy
Assistant General Manager,10.0,981,4034,0.2431829449677739,Administrative & Clerical
Peer Mentor,10.0,647,3001,0.2155948017327557,Construction
Business Leader,10.0,1080,4260,0.2535211267605634,Law Enforcement
Gardener,10.0,229,911,0.2513721185510428,Supply Chain & Logistics
Dean,10.0,903,3756,0.2404153354632587,Medical & Healthcare
Associate Dean,10.0,905,3782,0.2392913802221047,Leadership & Strategy
Assistant Dean,10.0,906,3780,0.2396825396825397,Administrative & Clerical
Information Technology Director,10.0,1070,4155,0.2575210589651023,Data & IT
Office Administrator,10.0,1034,4099,0.2522566479629178,Communication & PR
Grounds Manager,10.0,351,1301,0.2697924673328209,Hospitality
Food Handler,10.0,347,1160,0.2991379310344828,Medical & Healthcare
Chief Technology Officer,10.0,1097,4185,0.2621266427718041,Leadership & Strategy
Academic Director,10.0,939,3837,0.2447224394057857,Administrative & Clerical
Personal Care Worker,10.0,260,929,0.2798708288482239,Data & IT
Sailing Instructor,10.0,361,1629,0.2216083486801718,Communication & PR
Design Director,10.0,1076,4738,0.2271000422119037,Hospitality
Artistic Director,10.0,1125,5016,0.2242822966507177,Sales & Marketing
Geriatric Nursing Assistant,10.0,447,2173,0.2057063966866083,Data & IT
Lead Auditor,10.0,807,3228,0.25,Law Enforcement
Investment Consultant,10.0,907,3642,0.2490389895661724,Supply Chain & Logistics
Police Officer,10.0,546,1959,0.2787136294027565,Law Enforcement
Police Chief,10.0,559,1991,0.280763435459568,Supply Chain & Logistics
Peace Officer,10.0,532,1925,0.2763636363636363,Medical & Healthcare
Parole Officer,10.0,549,2000,0.2745,Leadership & Strategy
Officer,10.0,530,1687,0.3141671606401897,Administrative & Clerical
Military Police Officer,10.0,541,1705,0.3173020527859237,Data & IT
Military Police,10.0,541,1705,0.3173020527859237,Communication & PR
K9 Handler,10.0,354,1600,0.22125,Hospitality
Noc Manager,10.0,620,2505,0.24750499001996,Medical & Healthcare
